Release Date,Start Date,End Date,Release Name,Artist Name,Release Type,Country Targeting,Currency,Tax Rate,Budget (incl. tax),Spend (incl. tax),Segment Targeting,Reach,Clicks,Amplified Listeners,Reactivated Listeners,New Active Listeners,Brand New Listeners,Converted Listeners,Conversion Rate,Streams Per Listener,Intent Rate,Playlist Add Rate,Playlist Adds,Save Rate,Saves,Listeners of Artist's Other Releases,Streams Per Listener for Artist's Other Releases,Saves of Artist's Other Releases,Playlist Adds of Artist's Other Releases
"6/10/24 UTC","6/19/24 UTC","6/21/24 UTC","i remember u","Sakkaris","SINGLE","United States","USD","0%","$150.00","$150.00","Default Audience","8,567","536","3","NA","236","234","239","2.71%","4.74","31.8%","14.23%","56","24.69%","99","9","11","3","5"
