Release Date,Start Date,End Date,Release Name,Artist Name,Release Type,Country Targeting,Currency,Tax Rate,Budget (incl. tax),Spend (incl. tax),Segment Targeting,Reach,Clicks,Amplified Listeners,Reactivated Listeners,New Active Listeners,Brand New Listeners,Converted Listeners,Conversion Rate,Streams Per Listener,Intent Rate,Playlist Add Rate,Playlist Adds,Save Rate,Saves,Listeners of Artist's Other Releases,Streams Per Listener for Artist's Other Releases,Saves of Artist's Other Releases,Playlist Adds of Artist's Other Releases
"3/30/24 UTC","3/30/24 UTC","4/9/24 UTC","don't cry","Sakkaris","SINGLE","United States","USD","0%","$100.00","$29.40","Default Audience","410","84","6","6","41","34","53","12.93%","2.49","26.42%","5.66%","6","20.75%","16","4","2","1","0"
