Release Date,Start Date,End Date,Release Name,Artist Name,Release Type,Country Targeting,Currency,Tax Rate,Budget (incl. tax),Spend (incl. tax),Segment Targeting,Reach,Clicks,Amplified Listeners,Reactivated Listeners,New Active Listeners,Brand New Listeners,Converted Listeners,Conversion Rate,Streams Per Listener,Intent Rate,Playlist Add Rate,Playlist Adds,Save Rate,Saves,Listeners of Artist's Other Releases,Streams Per Listener for Artist's Other Releases,Saves of Artist's Other Releases,Playlist Adds of Artist's Other Releases
"8/5/24 UTC","8/5/24 UTC","8/7/24 UTC","stuck on you","Sakkaris","SINGLE","United States","USD","0%","$150.00","$150.00","Default Audience","15,434","538","6","NA","200","191","206","1.34%","1.79","25.24%","12.62%","36","19.42%","67","6","5","7","1"
