Release Date,Start Date,End Date,Release Name,Artist Name,Release Type,Country Targeting,Currency,Tax Rate,Budget (incl. tax),Spend (incl. tax),Segment Targeting,Reach,Clicks,Amplified Listeners,Reactivated Listeners,New Active Listeners,Brand New Listeners,Converted Listeners,Conversion Rate,Streams Per Listener,Intent Rate,Playlist Add Rate,Playlist Adds,Save Rate,Saves,Listeners of Artist's Other Releases,Streams Per Listener for Artist's Other Releases,Saves of Artist's Other Releases,Playlist Adds of Artist's Other Releases
"6/10/24 UTC","6/13/24 UTC","6/15/24 UTC","i remember u","Sakkaris","SINGLE","United States","USD","0%","$150.00","$150.00","Default Audience","5,030","431","15","5","223","205","243","4.7%","1.81","29.63%","9.88%","31","24.28%","87","24","14.83","3","5"
