Release Date,Start Date,End Date,Release Name,Artist Name,Release Type,Country Targeting,Currency,Tax Rate,Budget (incl. tax),Spend (incl. tax),Segment Targeting,Reach,Clicks,Amplified Listeners,Reactivated Listeners,New Active Listeners,Brand New Listeners,Converted Listeners,Conversion Rate,Streams Per Listener,Intent Rate,Playlist Add Rate,Playlist Adds,Save Rate,Saves,Listeners of Artist's Other Releases,Streams Per Listener for Artist's Other Releases,Saves of Artist's Other Releases,Playlist Adds of Artist's Other Releases
"5/15/24 UTC","5/15/24 UTC","5/17/24 UTC","cigarette","Sakkaris","SINGLE","United States","USD","0%","$300.00","$300.00","Default Audience","10,233","869","18","9","434","415","461","4.5%","1.75","21.69%","9.11%","72","16.05%","114","32","7.03","44","17"
